650	597	2.0
169	695	3.0
110	92	3.0
110	752	2.0
467	973	5.0
427	161	5.0
439	1229	1.0
862	53	4.0
335	1006	4.0
617	114	5.0
335	26	4.0
91	356	4.0
770	203	2.0
103	229	4.0
841	111	3.0
119	889	3.0
453	531	4.0
206	346	4.0
15	683	3.0
551	283	4.0
15	437	4.0
179	502	5.0
570	209	3.0
38	578	4.0
802	101	3.0
90	222	5.0
648	274	4.0
90	740	5.0
476	140	3.0
364	182	4.0
83	173	1.0
434	186	5.0
531	1156	4.0
352	1016	5.0
35	771	1.0
26	814	2.0
930	68	2.0
378	157	2.0
917	221	4.0
846	690	5.0
915	319	2.0
473	1206	3.0
631	629	4.0
251	1243	3.0
38	1168	5.0
629	719	4.0
661	179	5.0
831	67	5.0
285	740	5.0
554	1062	3.0
802	84	3.0
75	926	4.0
169	512	4.0
486	78	3.0
932	108	5.0
624	1	5.0
264	308	4.0
939	490	2.0
90	629	5.0
896	146	1.0
162	311	4.0
65	670	4.0
741	1607	5.0
421	864	3.0
851	574	3.0
928	458	1.0
528	44	3.0
591	1102	4.0
91	895	4.0
19	552	3.0
878	888	4.0
758	240	4.0
248	6	4.0
790	384	4.0
77	150	4.0
920	226	5.0
611	519	2.0
195	4	4.0
569	26	5.0
39	137	5.0
463	415	2.0
674	150	3.0
43	693	4.0
406	112	4.0
523	530	4.0
194	52	4.0
160	1229	3.0
19	384	5.0
479	12	4.0
186	1180	4.0
405	296	3.0
622	145	5.0
633	118	3.0
63	1401	3.0
264	291	5.0
100	730	4.0
70	190	2.0
60	283	4.0
559	585	4.0
875	504	4.0
834	82	3.0
238	209	5.0
393	57	5.0
193	433	2.0
471	170	4.0
826	160	4.0
339	1003	3.0
742	274	2.0
499	1324	4.0
650	225	4.0
674	367	5.0
569	201	3.0
83	408	5.0
81	91	3.0
674	101	4.0
890	181	3.0
90	552	1.0
752	230	5.0
325	506	4.0
24	818	4.0
881	546	4.0
387	799	3.0
644	1309	1.0
135	594	1.0
752	66	4.0
101	347	4.0
838	1069	4.0
519	175	3.0
528	574	5.0
880	170	4.0
35	1103	1.0
121	203	3.0
173	321	4.0
183	356	3.0
10	53	4.0
43	373	4.0
648	60	3.0
409	580	3.0
214	479	5.0
286	578	3.0
710	364	4.0
841	118	4.0
63	657	5.0
77	321	3.0
635	499	4.0
372	520	2.0
655	189	5.0
122	395	5.0
883	504	3.0
889	120	4.0
116	260	5.0
501	864	4.0
70	778	2.0
739	402	4.0
696	691	2.0
757	997	4.0
79	445	3.0
478	955	2.0
185	52	5.0
420	98	1.0
392	817	3.0
310	65	2.0
353	204	4.0
391	322	4.0
263	216	5.0
543	51	4.0
844	103	4.0
207	302	3.0
644	503	5.0
531	139	3.0
125	50	5.0
90	351	5.0
498	251	2.0
826	145	5.0
324	376	3.0
516	982	4.0
431	549	5.0
662	473	4.0
477	73	4.0
658	209	3.0
428	394	3.0
95	106	1.0
311	656	3.0
893	168	3.0
279	321	5.0
834	814	1.0
923	25	3.0
413	633	3.0
121	219	3.0
185	86	4.0
448	120	4.0
58	207	3.0
489	858	5.0
341	289	3.0
181	683	5.0
23	347	4.0
342	162	4.0
35	467	1.0
768	920	4.0
585	49	3.0
416	61	4.0
97	33	5.0
58	106	3.0
353	294	2.0
734	239	4.0
831	1108	3.0
720	208	4.0
129	1	3.0
149	137	3.0
563	740	4.0
342	646	4.0
542	509	3.0
765	769	1.0
48	652	4.0
114	170	4.0
892	483	4.0
875	1048	3.0
252	1123	4.0
311	305	2.0
18	532	3.0
15	106	2.0
124	781	1.0
579	216	5.0
100	1092	1.0
908	482	5.0
572	181	3.0
748	86	5.0
896	590	1.0
531	1014	3.0
194	365	4.0
577	1121	2.0
802	144	5.0
86	157	4.0
429	117	3.0
428	25	4.0
463	181	5.0
348	595	4.0
804	354	4.0
442	1003	3.0
242	75	2.0
442	406	4.0
126	238	5.0
548	185	5.0
166	1	4.0
388	541	5.0
342	746	3.0
835	189	2.0
839	1257	4.0
650	554	2.0
531	1245	4.0
888	482	4.0
404	209	4.0
820	356	4.0
377	510	3.0
742	146	4.0
608	310	3.0
442	485	4.0
70	719	4.0
864	118	5.0
569	399	3.0
2	1258	1.0
692	57	2.0
534	346	4.0
99	180	5.0
720	225	2.0
481	49	4.0
48	179	4.0
646	25	1.0
103	36	5.0
368	900	4.0
37	226	3.0
782	23	3.0
743	100	3.0
446	506	3.0
339	432	5.0
46	60	4.0
883	288	4.0
406	81	1.0
516	257	3.0
379	102	4.0
85	221	4.0
895	350	3.0
91	231	5.0
15	717	2.0
23	110	3.0
88	992	2.0
351	114	4.0
840	960	5.0
3	797	4.0
226	297	4.0
759	748	4.0
81	471	4.0
58	875	5.0
52	320	5.0
98	278	3.0
100	351	5.0
633	1251	4.0
180	552	4.0
35	180	1.0
840	719	4.0
777	1320	3.0
367	469	4.0
748	670	3.0
30	106	2.0
650	1129	3.0
175	1005	3.0
162	432	3.0
408	209	3.0
790	647	4.0
68	249	2.0
158	11	4.0
104	305	2.0
660	518	4.0
887	241	5.0
748	136	3.0
667	860	4.0
927	112	4.0
2	136	1.0
439	189	2.0
501	12	4.0
837	499	4.0
505	102	2.0
379	509	4.0
15	480	4.0
556	179	3.0
519	6	3.0
417	462	4.0
876	695	3.0
860	592	3.0
182	390	3.0
333	220	4.0
882	262	4.0
556	1180	4.0
584	806	5.0
15	833	3.0
587	68	4.0
587	431	3.0
648	216	4.0
448	66	3.0
377	141	2.0
396	949	4.0
739	247	5.0
111	291	1.0
728	413	3.0
434	363	4.0
13	556	5.0
41	379	4.0
343	20	2.0
333	758	2.0
47	150	3.0
402	1171	1.0
888	182	4.0
114	64	4.0
83	746	3.0
64	389	5.0
534	239	3.0
474	184	3.0
60	77	4.0
939	522	4.0
73	157	5.0
226	462	4.0
144	29	3.0
690	506	4.0
197	72	5.0
835	54	4.0
478	824	2.0
556	134	3.0
498	264	3.0
421	170	3.0
469	125	4.0
37	375	2.0
434	428	5.0
413	174	5.0
617	953	3.0
80	718	2.0
628	209	3.0
291	997	5.0
187	278	5.0
637	783	4.0
35	634	1.0
784	320	2.0
412	307	5.0
720	492	3.0
782	805	2.0
784	945	2.0
37	615	1.0
442	955	3.0
173	242	4.0
688	914	2.0
226	549	4.0
421	443	2.0
409	359	5.0
938	502	5.0
728	189	4.0
537	216	4.0
360	125	5.0
41	1034	3.0
23	362	4.0
928	113	4.0
264	644	4.0
325	473	4.0
804	135	5.0
12	738	3.0
254	1046	5.0
931	207	3.0
23	196	2.0
797	181	5.0
15	425	2.0
939	840	3.0
154	83	3.0
467	283	4.0
467	719	4.0
603	289	4.0
510	43	4.0
428	310	3.0
186	177	3.0
383	97	4.0
519	734	5.0
353	203	4.0
650	1252	3.0
427	311	5.0
323	31	4.0
869	78	5.0
501	590	2.0
226	472	4.0
835	296	4.0
124	897	2.0
143	693	5.0
239	860	3.0
770	247	4.0
748	1433	2.0
409	492	2.0
776	309	4.0
214	858	4.0
834	191	5.0
904	960	4.0
791	1006	3.0
602	53	4.0
794	380	5.0
396	357	1.0
690	309	4.0
871	173	4.0
450	113	5.0
440	682	2.0
845	565	4.0
158	670	5.0
550	1126	4.0
492	936	4.0
58	310	3.0
911	273	2.0
739	14	1.0
496	356	2.0
434	888	4.0
735	141	4.0
837	52	5.0
117	103	5.0
883	479	2.0
99	364	3.0
70	86	3.0
748	425	3.0
188	679	2.0
33	431	5.0
887	251	5.0
413	1110	2.0
707	104	3.0
309	150	4.0
54	267	4.0
165	480	4.0
544	261	3.0
534	361	4.0
225	391	3.0
803	56	5.0
186	329	3.0
542	235	4.0
578	361	4.0
5	319	5.0
366	452	3.0
169	178	1.0
254	1215	4.0
646	186	4.0
46	855	4.0
453	514	2.0
377	1001	4.0
184	410	5.0
165	557	3.0
455	86	1.0
230	289	2.0
143	731	1.0
385	5	5.0
720	158	3.0
704	95	3.0
650	574	4.0
553	541	4.0
129	154	5.0
278	88	3.0
78	137	4.0
845	141	5.0
699	1184	5.0
885	34	5.0
498	50	5.0
295	321	4.0
797	31	5.0
38	154	5.0
70	924	2.0
747	1106	3.0
52	778	2.0
598	317	4.0
881	291	4.0
721	502	4.0
92	231	4.0
311	47	4.0
720	651	3.0
402	1387	1.0
857	719	5.0
117	136	4.0
126	5	3.0
514	240	3.0
205	385	4.0
167	95	3.0
13	29	4.0
845	531	3.0
803	518	4.0
713	34	5.0
702	311	4.0
454	1012	4.0
30	249	4.0
501	577	3.0
439	52	2.0
62	140	5.0
110	76	2.0
782	154	4.0
132	622	4.0
781	10	4.0
496	552	3.0
548	110	3.0
706	26	4.0
596	52	5.0
583	209	4.0
65	290	3.0
38	531	2.0
895	841	3.0
596	309	1.0
58	1073	1.0
159	665	5.0
110	147	2.0
58	526	2.0
387	1347	4.0
820	476	3.0
735	873	5.0
496	1123	4.0
210	269	5.0
333	460	4.0
342	172	4.0
618	709	2.0
102	697	4.0
434	314	4.0
899	320	5.0
340	142	3.0
887	258	5.0
925	96	5.0
538	8	3.0
310	539	3.0
70	79	4.0
242	165	1.0
409	354	4.0
391	98	3.0
348	680	5.0
113	446	3.0
413	438	4.0
58	635	5.0
545	200	4.0
90	33	3.0
3	527	3.0
